player_id,pagerank,degree_centrality,avg_rating
moon50,8.356772239993196e-05,0.0001322226629644321,1465.8181818181818
italiantranslator,3.3208270192871235e-05,6.611133148221606e-05,1211.0
naoufel,0.00010293018083266055,0.0001322226629644321,1769.0
trotil45,7.948084399597842e-05,0.00019833399444664816,1538.5
hsanderr,3.3208270192871235e-05,6.611133148221606e-05,1417.0
madara21,4.160151222738136e-05,6.611133148221606e-05,1732.0
hallowdance,4.160151222738136e-05,6.611133148221606e-05,1232.0
kingofchess2017,3.3208270192871235e-05,6.611133148221606e-05,1219.0
dbschultz,6.167532199130125e-05,0.0001322226629644321,1550.0
harrygz,8.525117748550516e-05,6.611133148221606e-05,1590.0
nienkotter,3.3208270192871235e-05,6.611133148221606e-05,1358.0
thegrim123321,0.0004251778263365164,0.0017850059500198335,1373.962962962963
robin512,6.048753130477697e-05,6.611133148221606e-05,1325.0
jdominguez,6.048753130477697e-05,6.611133148221606e-05,1265.0
sam7neeee,6.737742586052703e-05,0.00019833399444664816,1968.5
batatinhaazul,3.3208270192871235e-05,6.611133148221606e-05,1249.0
kingestee33,6.824017043877915e-05,0.0001322226629644321,1384.6666666666667
baconneggs,3.3208270192871235e-05,6.611133148221606e-05,1361.0
deragon63,3.3208270192871235e-05,6.611133148221606e-05,1261.0
brainiac007,6.048753130477697e-05,6.611133148221606e-05,1429.0
danilo1961,6.338493085170223e-05,0.0002644453259288642,1340.8
piechess97,6.048753130477697e-05,6.611133148221606e-05,1290.0
thekingdomcome,7.214271477254688e-05,0.0001322226629644321,1386.3333333333333
rookreversal,6.048753130477697e-05,0.0001322226629644321,1216.3333333333333
ranie123,3.3208270192871235e-05,6.611133148221606e-05,1447.0
arrigo,3.3208270192871235e-05,6.611133148221606e-05,1474.0
tecnoch,3.3208270192871235e-05,6.611133148221606e-05,1351.0
dantesmontecristo,6.048753130477697e-05,0.00019833399444664816,1262.0
gallosantoss,6.048753130477697e-05,6.611133148221606e-05,1400.0
morficle,6.976705232959104e-05,0.0001322226629644321,1849.0
annael88,3.3208270192871235e-05,6.611133148221606e-05,1395.0
ziogasparo14,3.3208270192871235e-05,6.611133148221606e-05,1257.0
tcgil,3.3208270192871235e-05,6.611133148221606e-05,1332.0
andre94,6.048753130477697e-05,6.611133148221606e-05,1311.0
lanas2007,0.0001333073597125938,0.0003305566574110803,1677.8333333333333
onafets26,3.3208270192871235e-05,6.611133148221606e-05,1217.0
shivcool,3.3208270192871235e-05,6.611133148221606e-05,1245.0
batuhh,3.3208270192871235e-05,6.611133148221606e-05,1099.0
an73r05,3.3208270192871235e-05,0.0001322226629644321,1290.0
krishubhi,3.3208270192871235e-05,6.611133148221606e-05,1555.0
eideral,0.00024186451239144142,0.0007272246463043766,1547.7857142857142
myalcin64,3.9620265923757126e-05,0.0001322226629644321,1647.0
tutubelezza,3.889808169203853e-05,0.00019833399444664816,1402.8
fva,0.00010077558890502473,6.611133148221606e-05,1547.0
maumau62,5.5922034256715666e-05,0.0002644453259288642,1532.6666666666667
arebest95,3.3208270192871235e-05,6.611133148221606e-05,1632.0
au118,0.00010077558890502473,6.611133148221606e-05,1535.0
abel4865,3.3208270192871235e-05,6.611133148221606e-05,1721.5
tca1004,0.00010077558890502473,0.0001322226629644321,1454.0
atorius,3.3208270192871235e-05,6.611133148221606e-05,1456.0
pablocas,3.3208270192871235e-05,6.611133148221606e-05,1355.0
grubear,3.3208270192871235e-05,6.611133148221606e-05,1614.0
tabellaria,0.0005817483820378686,0.0007933359777865926,1541.7142857142858
rangelelbano,3.3208270192871235e-05,6.611133148221606e-05,1934.0
f2f,3.3208270192871235e-05,6.611133148221606e-05,1865.0
playforpleasure,3.3208270192871235e-05,6.611133148221606e-05,1776.0
mattieuw2,3.3208270192871235e-05,6.611133148221606e-05,1599.0
snowden,0.00011409733065521802,0.0003966679888932963,1554.7
sombragris,0.00026644024116559043,6.611133148221606e-05,1728.0
blackphish,3.3208270192871235e-05,0.0001322226629644321,1321.0
jabar72,0.00026644024116559043,0.0001322226629644321,1506.0
little---a,3.3208270192871235e-05,0.0001322226629644321,1483.6666666666667
pasch0s,0.00010374412741553422,0.0001322226629644321,1380.5
xad55toque,3.3208270192871235e-05,6.611133148221606e-05,1974.0
nadanadora,0.0002040105809834513,0.0005288906518577285,1551.1
xtreh,0.00011816936257469798,6.611133148221606e-05,1945.0
vpull9,3.3208270192871235e-05,6.611133148221606e-05,1584.0
ramzaid,3.3208270192871235e-05,6.611133148221606e-05,1942.0
mejjes,3.3208270192871235e-05,6.611133148221606e-05,1217.0
googol100,3.3208270192871235e-05,6.611133148221606e-05,1486.6666666666667
gatorman,3.3208270192871235e-05,6.611133148221606e-05,1326.0
corvusossifragus,0.00011816936257469798,6.611133148221606e-05,1532.0
ramirorldn,3.3208270192871235e-05,6.611133148221606e-05,1557.0
doom12384,0.00027401735894427734,0.0008594473092688088,1598.25
vektor-mw,9.363570982222005e-05,0.00019833399444664816,1582.3333333333333
eze33,6.21130712006744e-05,6.611133148221606e-05,1617.0
quarks_sparks,6.21130712006744e-05,6.611133148221606e-05,1531.0
pepe100,6.21130712006744e-05,6.611133148221606e-05,1743.0
runmael,6.21130712006744e-05,6.611133148221606e-05,1604.0
nitegazer,3.3208270192871235e-05,6.611133148221606e-05,1550.0
pipppone,3.3208270192871235e-05,6.611133148221606e-05,1630.0
dimalesh,3.3208270192871235e-05,6.611133148221606e-05,1475.0
augustbecarre,7.431099521078502e-05,0.0001322226629644321,1589.5
jejeh,0.00010321579621858819,0.00019833399444664816,1500.0
raavi,4.5573997248940306e-05,0.0001322226629644321,1513.0
bwalmer,0.00013962529402719532,0.0003305566574110803,1862.6
ernestillo,0.00013088582611620208,0.0001322226629644321,1791.0
ajaysharma261253,8.025385098930847e-05,0.0001322226629644321,1809.0
atilioss,3.3208270192871235e-05,0.0001322226629644321,1506.3333333333333
yura_kudelia_12,3.3208270192871235e-05,6.611133148221606e-05,1853.0
spendius,9.193371239287641e-05,6.611133148221606e-05,1861.0
wahana81,3.3208270192871235e-05,6.611133148221606e-05,1620.0
tfeng,0.000610473399916035,0.00218167393891313,1605.918918918919
ilkayus,6.345780417705839e-05,6.611133148221606e-05,1496.0
thesmallbang,6.345780417705839e-05,0.0001322226629644321,1602.0
mikeu,3.3208270192871235e-05,6.611133148221606e-05,1614.0
famiss11,6.345780417705839e-05,6.611133148221606e-05,1605.0
bishopkerry01,6.345780417705839e-05,6.611133148221606e-05,1684.0
vineetg101,5.0340555374872334e-05,0.00019833399444664816,1684.25
kei0075,6.345780417705839e-05,0.0001322226629644321,1623.0
facurezzo,9.370733816124552e-05,6.611133148221606e-05,1487.5
wahidmahmom90,3.3208270192871235e-05,6.611133148221606e-05,1652.0
toniors,6.345780417705839e-05,6.611133148221606e-05,1687.0
marcel55,3.3208270192871235e-05,6.611133148221606e-05,1638.0
locomotora,3.3208270192871235e-05,6.611133148221606e-05,1416.5
ewama,9.370733816124552e-05,6.611133148221606e-05,1654.0
marcospe1964,3.3208270192871235e-05,6.611133148221606e-05,1677.0
fox22634,6.345780417705839e-05,6.611133148221606e-05,1705.0
traverru,6.345780417705839e-05,6.611133148221606e-05,1635.0
tmanu,3.3208270192871235e-05,6.611133148221606e-05,1627.0
mstelles,3.3208270192871235e-05,6.611133148221606e-05,1631.0
micmeta,3.3208270192871235e-05,6.611133148221606e-05,1602.0
shafer24,3.3208270192871235e-05,6.611133148221606e-05,1634.0
ironboy,3.3208270192871235e-05,6.611133148221606e-05,1617.0
hetismogelijk,6.345780417705839e-05,6.611133148221606e-05,1995.0
bomardan,3.3208270192871235e-05,6.611133148221606e-05,1589.0
eyany,6.345780417705839e-05,0.0001322226629644321,1551.5
dandisd,6.345780417705839e-05,6.611133148221606e-05,1550.0
agusfil,3.3208270192871235e-05,6.611133148221606e-05,1419.0
yalicapkini,6.345780417705839e-05,6.611133148221606e-05,1840.0
guber1962,6.530079145231046e-05,0.0001322226629644321,1639.5
gardoim,3.3208270192871235e-05,6.611133148221606e-05,1678.0
tarekjrd,6.345780417705839e-05,6.611133148221606e-05,1789.0
rajapirka,4.6221877173514587e-05,0.00019833399444664816,1800.6666666666667
tienc12345,0.00016630073287684494,0.0002644453259288642,1755.0
albinas,3.3208270192871235e-05,6.611133148221606e-05,1629.0
valmasia3,6.618298670568649e-05,0.0002644453259288642,1871.25
dmitriy8888,3.3208270192871235e-05,6.611133148221606e-05,1568.0
joselito-carnaval,3.3208270192871235e-05,6.611133148221606e-05,1780.0
arjunshenoyk,6.167532199130125e-05,6.611133148221606e-05,2132.0
rustam9,0.0001445485311131397,0.0012561152981621052,1056.578947368421
iamasd1,4.1008298324954066e-05,6.611133148221606e-05,1124.0
halma,3.3208270192871235e-05,0.0001322226629644321,950.6666666666666
b3nszy,4.1008298324954066e-05,6.611133148221606e-05,1070.0
bohne,4.1008298324954066e-05,6.611133148221606e-05,1149.0
cris865,4.1008298324954066e-05,6.611133148221606e-05,1238.0
bilabrin,4.1008298324954066e-05,6.611133148221606e-05,1107.0
fiksse,4.1008298324954066e-05,6.611133148221606e-05,1129.0
raza00,4.1008298324954066e-05,6.611133148221606e-05,1203.0
juniohispano,4.1008298324954066e-05,6.611133148221606e-05,937.0
rainbowstream,4.1008298324954066e-05,6.611133148221606e-05,1126.0
brainsurgery,4.1008298324954066e-05,6.611133148221606e-05,1151.0
gabriel_ml,3.3208270192871235e-05,6.611133148221606e-05,998.0
gus247,4.1008298324954066e-05,6.611133148221606e-05,1127.0
cromanoide,8.594964849973929e-05,0.0001322226629644321,1246.5
ck666,4.1008298324954066e-05,6.611133148221606e-05,1071.0
davidmcdavidface,4.1008298324954066e-05,6.611133148221606e-05,1223.0
danst3rs,4.1008298324954066e-05,6.611133148221606e-05,1213.0
sergeares,4.1008298324954066e-05,6.611133148221606e-05,1337.0
mijndochterenik2151,4.1008298324954066e-05,6.611133148221606e-05,1500.0
wk2407,3.3208270192871235e-05,6.611133148221606e-05,1571.0
olaih85,6.167532199130125e-05,6.611133148221606e-05,1500.0
spikyturtle,0.00011912526359859473,0.0004627793203755124,1372.111111111111
josepoliutla,4.7624755681411154e-05,6.611133148221606e-05,1866.0
lodowy,4.7624755681411154e-05,6.611133148221606e-05,1590.0
vitruvio,4.7624755681411154e-05,6.611133148221606e-05,1667.0
master22ar,6.775999490768179e-05,0.0001322226629644321,1550.5
rfabian,0.0001135308339615088,0.0003305566574110803,1388.75
chess133,3.3208270192871235e-05,6.611133148221606e-05,1408.0
zuzino,4.7624755681411154e-05,6.611133148221606e-05,2148.0
senormontypants,3.3208270192871235e-05,6.611133148221606e-05,1500.0
jutton1,0.000282791138622888,0.0004627793203755124,1378.111111111111
pllm,0.00015025045511956442,6.611133148221606e-05,1382.0
ahmedham,3.3208270192871235e-05,6.611133148221606e-05,1325.0
febozn,4.0461161459501264e-05,0.0001322226629644321,1284.0
agabek1948,3.3208270192871235e-05,6.611133148221606e-05,1469.0
deekay17,0.00015025045511956442,0.0001322226629644321,959.0
gennai,4.691225817088818e-05,0.0001322226629644321,1580.5
cagliostro97,0.00013024934565219475,0.0003305566574110803,1527.4
fora-franc,3.3208270192871235e-05,6.611133148221606e-05,1320.0
putin55,8.791086401719987e-05,0.0001322226629644321,1565.0
qc-patzer,3.3208270192871235e-05,6.611133148221606e-05,1563.0
robbm,8.791086401719987e-05,6.611133148221606e-05,1903.0
energique,0.00014496530506985075,0.0004627793203755124,1450.5714285714287
andrea78,6.402426283065288e-05,6.611133148221606e-05,1612.0
sumipcg,6.402426283065288e-05,0.0001322226629644321,1322.5
jonikss,6.402426283065288e-05,6.611133148221606e-05,1245.0
rolando6,6.4266128045228e-05,0.0001322226629644321,1900.5
mahdifoladi,6.402426283065288e-05,6.611133148221606e-05,1462.0
transporter7506,3.3208270192871235e-05,6.611133148221606e-05,1486.0
p4i2p0e,3.3208270192871235e-05,6.611133148221606e-05,1418.0
adcz,3.3208270192871235e-05,0.0001322226629644321,1728.0
sreeraman,4.7441796092086237e-05,6.611133148221606e-05,1500.0
kyanh,0.0003637541026957653,0.0018511172815020495,1529.607142857143
gardydlshad,5.347024133815457e-05,0.0001322226629644321,1519.5
sergipechess,0.00010925561502488007,0.00019833399444664816,1861.0
alexharut,3.3208270192871235e-05,6.611133148221606e-05,1423.0
almanya_online,5.347024133815457e-05,6.611133148221606e-05,1611.0
erhancn,5.347024133815457e-05,6.611133148221606e-05,1562.0
sabir747,3.3208270192871235e-05,6.611133148221606e-05,1386.0
hilarious2022,5.347024133815457e-05,6.611133148221606e-05,1353.0
nasa179,3.3208270192871235e-05,6.611133148221606e-05,1326.0
ahmadsan,3.3208270192871235e-05,6.611133148221606e-05,1560.0
petrinja1,3.3208270192871235e-05,6.611133148221606e-05,1727.0
ashis_ch,5.347024133815457e-05,6.611133148221606e-05,1841.0
luckynrone,3.3208270192871235e-05,6.611133148221606e-05,1877.0
trippinboris,5.200534636803637e-05,0.00019833399444664816,1906.6666666666667
sadecebeyaz,3.889808169203853e-05,0.00019833399444664816,1619.6666666666667
samba_rei,5.347024133815457e-05,6.611133148221606e-05,1653.0
manikandan_25,3.3208270192871235e-05,6.611133148221606e-05,1675.0
nandito_messi,6.182192143040203e-05,0.00019833399444664816,1569.0
nightshade7,5.347024133815457e-05,6.611133148221606e-05,1399.0
martinlutherking,4.0390218198525164e-05,0.0003305566574110803,1459.8
timur-30,5.347024133815457e-05,6.611133148221606e-05,1909.0
mat-chess,5.347024133815457e-05,6.611133148221606e-05,1919.0
vikingo31,5.347024133815457e-05,6.611133148221606e-05,2192.0
avonskillstreet,3.3208270192871235e-05,6.611133148221606e-05,1684.0
gucanni,5.347024133815457e-05,6.611133148221606e-05,1586.0
nickm3,5.347024133815457e-05,0.0001322226629644321,1552.5
checkerssux,5.347024133815457e-05,0.0002644453259288642,1492.25
jgan91,3.3208270192871235e-05,6.611133148221606e-05,1509.0
stratus22,5.347024133815457e-05,6.611133148221606e-05,1771.0
fischerdipper,0.0006167291014833933,0.0017850059500198335,1680.7073170731708
bud4la,5.9014438446009006e-05,0.0001322226629644321,1537.3333333333333
puppoo1981,5.9014438446009006e-05,6.611133148221606e-05,1568.0
george_35,3.3208270192871235e-05,6.611133148221606e-05,1369.0
dubac___3,6.461891419675387e-05,0.00019833399444664816,1748.0
hooponopono,6.590433300175909e-05,0.00019833399444664816,1911.0
underhman,3.3208270192871235e-05,6.611133148221606e-05,939.0
koepkos,8.482060669914679e-05,6.611133148221606e-05,1672.5
aloe78,5.9014438446009006e-05,6.611133148221606e-05,1599.0
